year,origin,amount
1998,RAP,1121
1998,RST,2279
1998,SUX,687
1998,OTZ,894
1998,MTJ,202
1998,SWF,1932
1998,OME,934
1998,AMA,4847
1998,DRO,110
1998,GUC,222
1998,MFE,3169
1998,AKN,431
1998,FNT,1390
1998,LAN,2118
1998,TVC,1001
1998,LBB,6663
1998,MAF,6470
1998,CAE,5616
1998,CHS,7231
1998,DAB,2936
1998,BRW,946
1998,CRP,3067
1998,BRO,362
1998,LFT,160
1998,SIT,1323
1998,YAK,726
1998,ADQ,726
1998,BET,984
1998,DLG,397
1998,DUT,675
1998,FAI,5390
1998,SCC,517
1998,MLB,2411
1998,SAV,5133
1998,TLH,2483
1998,AVL,1783
1998,CHA,1089
1998,FAY,1470
1998,ILM,2119
1998,MYR,2408
1998,TRI,1404
1998,MKK,1
1998,BFL,239
1998,LWB,76
1998,GST,105
1998,ACK,22
1998,LIH,205
1998,GPT,274
1999,RIC,16545
1999,ROC,14894
1999,RSW,13749
1999,SAN,68244
1999,SDF,22869
1999,SEA,103160
1999,SFO,136952
1999,SJU,21406
1999,SLC,81818
1999,STL,175708
1999,STX,1064
1999,SYR,11252
1999,TPA,60186
1999,ABQ,37276
1999,ATL,263865
1999,AUS,44351
1999,BNA,54544
1999,BOS,107790
1999,BUR,27872
1999,BWI,81671
1999,CLE,58434
1999,CLT,120589
1999,CMH,37360
1999,COS,12073
1999,CVG,77278
1999,DEN,135777
1999,DFW,245036
1999,DTW,154172
1999,ELP,24660
1999,EWR,125810
1999,HOU,57327
1999,IAD,70977
1999,IAH,129472
1999,ICT,6407
1999,IND,34471
1999,JFK,44949
1999,LAS,125125
1999,LAX,191762
1999,LGB,3329
1999,LIT,13031
1999,MCI,60167
1999,MCO,97926
1999,MIA,66299
1999,MKE,15407
1999,MSP,143419
1999,MSY,49391
1999,OAK,55489
1999,OKC,20247
1999,OMA,16894
1999,ONT,34751
1999,ORD,298251
1999,PDX,56978
1999,PHL,115235
1999,PIT,101312
1999,RNO,29498
1999,SAT,38066
1999,SJC,56219
1999,SMF,36625
1999,SNA,38154
1999,TUL,18906
1999,TUS,19360
1999,ABE,6089
1999,ALB,11644
1999,AVP,1719
1999,BDL,31954
1999,BGM,1035
1999,BTV,2676
1999,BUF,18876
1999,CAK,1018
1999,CRW,1319
1999,DAY,10685
1999,DCA,82498
1999,ELM,1306
1999,ERI,1371
1999,FLL,45729
1999,GRR,8794
1999,GSO,15018
1999,HPN,4961
1999,ITH,1306
1999,LEX,3733
1999,LGA,98422
1999,MDT,7603
1999,MHT,12945
1999,ORF,15954
1999,PBI,22016
1999,PHX,177701
1999,PVD,22934
1999,PWM,5924
1999,RDU,34033
1999,ROA,2409
1999,SBN,2929
1999,TOL,1035
1999,JAX,23053
1999,MLU,2180
1999,MOB,4311
1999,GEG,13495
1999,JNU,4482
1999,WRG,726
1999,BGR,180
1999,MDW,50491
1999,BOI,11504
1999,MEM,50963
1999,DAL,50118
1999,HRL,4150
1999,AGS,1452
1999,ANC,20807
1999,FAI,5514
1999,BHM,20889
1999,HNL,11232
1999,KTN,2440
1999,PSP,3944
1999,EGE,1129
1999,EUG,2175
1999,KOA,733
1999,MFR,1300
1999,MRY,717
1999,OGG,3047
1999,SBA,1677
1999,JAN,9310
1999,STT,2644
1999,BIL,2907
1999,BZN,1702
1999,FCA,1252
1999,GTF,2415
1999,HLN,850
1999,MSO,2144
1999,PSC,1443
1999,CID,5369
1999,DSM,6895
1999,FSD,3865
1999,HDN,611
1999,LNK,3034
1999,MLI,1884
1999,SGF,2056
1999,SHV,3873
1999,SRQ,5214
1999,TYS,6748
1999,PSG,726
1999,CDV,726
1999,GSP,6932
1999,ISP,6187
1999,BTR,4668
1999,GPT,1093
1999,VPS,1093
1999,HSV,5860
1999,MGM,1271
1999,PNS,6071
1999,AZO,1648
1999,BIS,1421
1999,DLH,1129
1999,FAR,2578
1999,FNT,1250
1999,GFK,1105
1999,GRB,2429
1999,LSE,651
1999,MBS,3786
1999,MOT,1092
1999,MSN,4567
1999,RAP,1195
1999,RST,2195
1999,SUX,691
1999,OTZ,890
1999,JAC,810
1999,SWF,1366
1999,OME,923
1999,AMA,4794
1999,DRO,112
1999,FAT,364
1999,GUC,213
1999,MFE,3415
1999,AKN,343
1999,FWA,432
1999,LAN,2131
1999,TVC,962
1999,LBB,5999
1999,MAF,6377
1999,CHS,6974
1999,DAB,2363
1999,MTJ,300
1999,BRW,952
1999,CRP,3016
1999,BRO,93
1999,SIT,1330
1999,YAK,725
1999,LIH,403
1999,ADQ,725
1999,BET,1030
1999,DLG,317
1999,DUT,706
1999,SCC,588
1999,CAE,4842
1999,MLB,1796
1999,SAV,5082
1999,TLH,2344
1999,AVL,1423
1999,CHA,1007
1999,FAY,1412
1999,ILM,2075
1999,MYR,2159
1999,TRI,1360
1999,LFT,2
1999,PIA,537
1999,BFL,239
1999,LWB,81
1999,GST,98
2000,ATL,265708
2000,AUS,42686
2000,BHM,19875
2000,BNA,57676
2000,BOS,113056
2000,BUR,27717
2000,BWI,91220
2000,CLE,55591
2000,CLT,130623
2000,CMH,35654
2000,COS,12404
2000,CVG,73816
2000,DEN,137302
2000,DFW,246913
2000,DTW,153510
2000,ELP,23686
2000,EWR,124496
2000,FLL,50585
2000,HOU,56314
2000,IAD,65462
2000,IAH,131047
2000,ICT,6541
2000,IND,35261
2000,JFK,45578
2000,LAS,137763
2000,LAX,212118
2000,LGB,3675
2000,LIT,13543
2000,MCI,62080
2000,MCO,99951
2000,MDW,53329
2000,MEM,54495
2000,MIA,66914
2000,MKE,15411
2000,MSP,147284
2000,MSY,51199
2000,OAK,57103
2000,OKC,19878
2000,OMA,17262
2000,ONT,35722
2000,ORD,296771
2000,PDX,57253
2000,PHL,121151
2000,PIT,106238
2000,PVD,25985
2000,RNO,30672
2000,SAN,72706
2000,SAT,38704
2000,SDF,22476
2000,SEA,104910
2000,SFO,135032
2000,SJC,67715
2000,SLC,80496
2000,SMF,38814
2000,SNA,43556
2000,STL,169606
2000,TPA,64645
2000,TUL,19942
2000,TUS,20109
2000,ABE,6302
2000,ALB,13683
2000,AVP,1524
2000,BDL,36520
2000,BGM,796
2000,BTV,2634
2000,BUF,19102
2000,CAK,1052
2000,CRW,1146
2000,DAY,11168
2000,DCA,85932
2000,ELM,1406
2000,ERI,1440
2000,GRR,8006
2000,GSO,15149
2000,HPN,5006
2000,ITH,1407
2000,LEX,3519
2000,LGA,104177
2000,MDT,7344
2000,MHT,13731
2000,ORF,15983
2000,PBI,22995
2000,PHX,188928
2000,PWM,6107
2000,RDU,35998
2000,RIC,17362
2000,ROA,2217
2000,ROC,13950
2000,RSW,14954
2000,SBN,2016
2000,SJU,25153
2000,SYR,11376
2000,TOL,901
2000,JAX,24639
2000,MLU,2154
2000,MOB,4304
2000,GEG,13250
2000,JNU,4491
2000,WRG,728
2000,BOI,12567
2000,ABQ,36447
2000,DAL,48534
2000,HRL,4167
2000,ANC,20782
2000,FAI,5379
2000,HNL,16897
2000,KTN,2507
2000,PSP,4663
2000,EGE,1192
2000,EUG,2148
2000,KOA,2500
2000,LIH,2101
2000,MFR,1539
2000,MRY,341
2000,OGG,5621
2000,SBA,2601
2000,JAN,9038
2000,STT,2770
2000,BIL,3026
2000,BZN,1856
2000,FCA,1580
2000,GTF,2338
2000,HLN,718
2000,JAC,863
2000,MSO,1865
2000,PSC,1454
2000,CID,5146
2000,DSM,6682
2000,FSD,3488
2000,HDN,691
2000,LNK,2743
2000,MLI,1962
2000,PIA,18
2000,SGF,2065
2000,SHV,3520
2000,SRQ,4942
2000,TYS,6950
2000,ISP,8440
2000,PSG,728
2000,CDV,728
2000,GSP,6896
2000,BTR,4449
2000,GPT,1079
2000,VPS,1310
2000,STX,732
2000,HSV,5770
2000,MGM,991
2000,PNS,5734
2000,AZO,1039
2000,BIS,1422
2000,DLH,1031
2000,FAR,2346
2000,GFK,1023
2000,GRB,2904
2000,LAN,2460
2000,LSE,439
2000,MBS,3912
2000,MOT,1006
2000,MSN,3976
2000,RAP,1275
2000,RST,2235
2000,SUX,691
2000,OTZ,882
2000,SWF,1278
2000,OME,940
2000,DRO,118
2000,FAT,366
2000,GUC,221
2000,MFE,3519
2000,AKN,324
2000,FNT,1279
2000,FWA,445
2000,TVC,1111
2000,LBB,5681
2000,MAF,5345
2000,CHS,6969
2000,DAB,2037
2000,MTJ,198
2000,MYR,2745
2000,SAV,5377
2000,BRW,959
2000,CRP,3096
2000,SIT,1310
2000,YAK,728
2000,AMA,4790
2000,ADQ,728
2000,BET,1036
2000,DLG,302
2000,DUT,662
2000,SCC,382
2000,AGS,993
2000,CAE,4885
2000,MLB,1452
2000,TLH,2118
2000,AVL,1584
2000,CHA,1075
2000,FAY,1414
2000,ILM,2195
2000,TRI,1152
2000,BRO,55
2000,LFT,7
2000,LWB,82
2000,GST,91
2000,MIB,89
2000,ITO,914
2000,BQN,17
2001,BWI,99834
2001,PHL,119686
2001,CLT,128349
2001,CLE,53463
2001,MKE,17926
2001,PIT,106361
2001,TPA,68644
2001,LGA,116470
2001,DFW,312036
2001,BUF,20388
2001,BOS,133013
2001,ROC,15270
2001,DCA,82472
2001,MHT,16106
2001,CRW,827
2001,MEM,55240
2001,DTW,148767
2001,CMH,39195
2001,GSO,14992
2001,IAD,54869
2001,IAH,128581
2001,BHM,18777
2001,HPN,7553
2001,CHS,6111
2001,STL,162187
2001,AVP,1446
2001,ATL,251671
2001,GSP,7255
2001,RDU,39074
2001,MCI,61301
2001,ORF,18512
2001,MYR,2869
2001,ALB,16349
2001,RIC,18366
2001,BNA,56294
2001,PVD,29785
2001,BGM,376
2001,TOL,2241
2001,SAV,6735
2001,ROA,1640
2001,IND,37871
2001,MDT,6827
2001,BTV,4442
2001,ELM,966
2001,ITH,966
2001,JAX,26398
2001,PBI,25969
2001,SRQ,4523
2001,MSY,51055
2001,FLL,53145
2001,EWR,120522
2001,GRR,11009
2001,MSP,142507
2001,ORD,341284
2001,ABE,5262
2001,LAS,136107
2001,BDL,36003
2001,MIA,75838
2001,MCO,99006
2001,CAE,3477
2001,ILM,2135
2001,SFO,121735
2001,SJU,26452
2001,SDF,21131
2001,RSW,17857
2001,DAY,11082
2001,SYR,11137
2001,PNS,5231
2001,AVL,1586
2001,CAK,950
2001,SBN,1332
2001,ERI,1454
2001,HSV,5638
2001,CHA,1862
2001,SEA,102752
2001,TYS,5567
2001,FAY,532
2001,LEX,2949
2001,STT,3360
2001,PWM,9844
2001,TRI,548
2001,STX,908
2001,MDW,50427
2001,DAL,47923
2001,HOU,59416
2001,OKC,21780
2001,HRL,5054
2001,LIT,15765
2001,CRP,5359
2001,TUL,22776
2001,LBB,8328
2001,MAF,7477
2001,ABQ,36248
2001,AMA,6138
2001,PHX,184323
2001,SAN,81937
2001,SMF,40199
2001,ISP,11929
2001,LAX,224984
2001,AUS,42912
2001,PDX,55092
2001,ELP,21569
2001,OAK,62763
2001,ONT,35682
2001,SJC,72328
2001,JAN,9132
2001,RNO,25869
2001,BOI,12076
2001,TUS,19549
2001,BUR,26761
2001,SAT,37085
2001,SLC,76404
2001,GEG,12479
2001,OMA,18744
2001,SNA,43433
2001,MSN,6374
2001,MBS,2946
2001,FAR,1745
2001,ICT,7873
2001,GPT,867
2001,VPS,1727
2001,DEN,132591
2001,TVC,2536
2001,FNT,1140
2001,GRB,3905
2001,GFK,568
2001,MOT,1093
2001,BIS,1389
2001,AZO,2647
2001,LAN,2614
2001,BZN,1658
2001,FCA,1579
2001,DLH,1922
2001,DSM,8806
2001,FSD,3019
2001,FWA,2614
2001,GTF,2220
2001,CVG,66264
2001,SUX,273
2001,RAP,1335
2001,LSE,1756
2001,ANC,21186
2001,HNL,34340
2001,RST,2185
2001,BIL,3124
2001,BTR,5028
2001,EGE,1101
2001,MSO,1912
2001,JFK,61457
2001,COS,11176
2001,PSP,7716
2001,HDN,595
2001,OGG,14665
2001,SGF,5050
2001,MFE,3368
2001,LNK,1402
2001,CID,7159
2001,MLI,2030
2001,KOA,7508
2001,LIH,7878
2001,JAC,819
2001,EUG,1945
2001,GUC,225
2001,MFR,1371
2001,SBA,5821
2001,MOB,3323
2001,DAB,1807
2001,MLU,1574
2001,SHV,6014
2001,MLB,1663
2001,TLH,1480
2001,PSC,1081
2001,FAI,5413
2001,HLN,848
2001,LGB,2827
2001,BFL,1669
2001,FAT,3752
2001,SBP,2474
2001,MRY,2319
2001,ABI,2567
2001,XNA,5882
2001,TXK,1737
2001,FSM,2890
2001,ACT,2686
2001,LFT,2133
2001,LRD,1501
2001,SPS,1997
2001,GGG,1733
2001,BPT,1728
2001,ILE,3189
2001,LAW,2327
2001,SJT,2256
2001,CLL,2553
2001,TYR,3187
2001,PIA,1770
2001,BMI,1434
2001,EVV,1738
2001,CMI,1829
2001,DBQ,1321
2001,BGR,3708
2001,ORH,997
2001,APF,364
2001,EYW,2744
2001,SWF,1192
2001,MTJ,263
2001,DRO,138
2001,ITO,4073
2001,DUT,608
2001,ADQ,726
2001,BET,1153
2001,OME,1010
2001,OTZ,977
2001,SCC,466
2001,JNU,4582
2001,KTN,2520
2001,CDV,725
2001,YAK,726
2001,SIT,1379
2001,PSG,726
2001,WRG,726
2001,BRW,868
2001,BQN,259
2001,BRO,254
2001,MQT,299
2001,ACY,1
2001,AKN,284
2001,DLG,264
2001,LWB,77
2001,GST,91
2001,RDR,46
2001,MAZ,119
2002,PIT,81403
2002,PHL,107756
2002,STL,132565
2002,CLT,110747
2002,MHT,15211
2002,BNA,49883
2002,ROC,9250
2002,SFO,99288
2002,GSO,9930
2002,RDU,45938
2002,IAH,119677
2002,SAV,5655
2002,BWI,86856
2002,DCA,69264
2002,PBI,21206
2002,DTW,140681
2002,MCI,56571
2002,BOS,109820
2002,AVP,1375
2002,ORD,327388
2002,IND,32599
2002,CLE,44584
2002,ORF,18604
2002,MCO,81485
2002,TPA,62319
2002,BUF,15709
2002,SJU,23728
2002,MSY,49371
2002,ATL,231928
2002,FLL,49237
2002,EWR,102416
2002,MYR,2563
2002,MKE,15190
2002,BDL,33219
2002,MSP,141540
2002,RIC,14121
2002,MDT,5676
2002,SDF,17887
2002,BHM,17398
2002,CMH,35485
2002,PVD,27144
2002,CHS,4487
2002,ALB,13961
2002,PNS,3963
2002,IAD,44435
2002,PWM,7267
2002,LGA,93561
2002,AVL,980
2002,MIA,62837
2002,DFW,281299
2002,MEM,47983
2002,RSW,13825
2002,DAY,8217
2002,ILM,1988
2002,SYR,9211
2002,SAN,74950
2002,BTV,3024
2002,ERI,20
2002,JAX,23747
2002,SEA,100584
2002,HPN,5650
2002,STT,3168
2002,STX,731
2002,DAL,43191
2002,HOU,55236
2002,LBB,7678
2002,LIT,13741
2002,CRP,4632
2002,TUL,20090
2002,HRL,4123
2002,MAF,7184
2002,AMA,6320
2002,OKC,19889
2002,ABQ,36240
2002,ELP,20928
2002,SMF,39604
2002,LAX,182401
2002,PHX,173942
2002,AUS,39202
2002,MDW,52445
2002,SLC,70024
2002,LAS,130594
2002,ONT,32899
2002,SJC,61017
2002,ISP,10697
2002,PDX,50635
2002,JAN,6896
2002,RNO,23951
2002,BUR,25602
2002,OAK,61533
2002,BOI,10982
2002,TUS,16222
2002,SAT,36521
2002,GEG,12172
2002,SNA,42324
2002,OMA,17586
2002,BGR,3127
2002,JFK,50421
2002,EYW,1636
2002,GRR,10231
2002,MSN,6244
2002,FSD,2099
2002,FAR,2405
2002,BIS,1427
2002,MBS,1956
2002,COS,8324
2002,TVC,2299
2002,RAP,1258
2002,VPS,2353
2002,RST,2358
2002,ABE,2090
2002,GRB,4506
2002,DEN,120274
2002,DLH,2069
2002,BZN,1634
2002,FCA,1549
2002,MOT,1094
2002,GFK,938
2002,FNT,990
2002,LAN,2727
2002,GTF,2071
2002,ANC,21094
2002,CVG,61586
2002,HNL,11036
2002,BIL,2881
2002,SRQ,3455
2002,GPT,1015
2002,MSO,1896
2002,DSM,8458
2002,LSE,1879
2002,BTR,3459
2002,PSP,5997
2002,AZO,1981
2002,GSP,4697
2002,HDN,635
2002,EGE,1072
2002,LIH,1008
2002,OGG,3929
2002,KOA,1671
2002,ICT,5373
2002,CID,4764
2002,EUG,1235
2002,MFR,1083
2002,JAC,1082
2002,GUC,212
2002,MOB,2018
2002,LEX,1697
2002,AGS,3
2002,HSV,3478
2002,MLU,283
2002,MLB,1338
2002,SHV,4667
2002,HLN,795
2002,DAB,1444
2002,TLH,1478
2002,TYS,4075
2002,CAE,1783
2002,PSC,721
2002,CAK,327
2002,LGB,3237
2002,SBP,2436
2002,SBA,3302
2002,FAT,3320
2002,MRY,1803
2002,ABI,2437
2002,ACT,2390
2002,TXK,1264
2002,FSM,2787
2002,ILE,3161
2002,LAW,2318
2002,LRD,1574
2002,BPT,384
2002,GGG,1404
2002,LFT,671
2002,SGF,4403
2002,SJT,2103
2002,XNA,5178
2002,SPS,2065
2002,CLL,2178
2002,FWA,2356
2002,TYR,2845
2002,DRO,354
2002,MAZ,30
2002,ORH,284
2002,CMI,1752
2002,BMI,901
2002,PIA,1438
2002,EVV,1573
2002,DBQ,1064
2002,TOL,1793
2002,MQT,267
2002,CHA,842
2002,MFE,2910
2002,SWF,1289
2002,MTJ,334
2002,MLI,1603
2002,DUT,738
2002,ADQ,726
2002,BET,1399
2002,OME,1082
2002,OTZ,1080
2002,SCC,477
2002,JNU,4593
2002,KTN,2499
2002,CDV,726
2002,YAK,726
2002,SIT,1386
2002,PSG,726
2002,WRG,726
2002,FAI,5373
2002,AKN,322
2002,DLG,308
2002,BRW,751
2002,BQN,246
2002,BRO,249
2002,SBN,343
2002,GST,91
2002,SUX,1
2003,ORD,366705
2003,OAK,67279
2003,IAD,103386
2003,BOS,115460
2003,SAN,82700
2003,SJC,62884
2003,DEN,141824
2003,BUF,21762
2003,STL,100904
2003,PDX,55450
2003,CLE,90094
2003,TPA,66671
2003,DAY,12919
2003,EWR,150412
2003,ATL,368743
2003,DTW,139844
2003,LAS,143179
2003,AUS,41015
2003,IND,41617
2003,OKC,23844
2003,BOI,15038
2003,DFW,332579
2003,PHL,108742
2003,SFO,122334
2003,PHX,169895
2003,SEA,104605
2003,MCI,59533
2003,MHT,19246
2003,IAH,185182
2003,ONT,35459
2003,GEG,14489
2003,GRR,12801
2003,PIT,65090
2003,MIA,61692
2003,SLC,125545
2003,SYR,12785
2003,BIL,4339
2003,TUS,18311
2003,PVD,27945
2003,BUR,26362
2003,LAX,223971
2003,MSP,144836
2003,CMH,35356
2003,MCO,93171
2003,ABQ,36708
2003,DSM,9331
2003,MSY,52334
2003,RSW,18981
2003,SMF,46747
2003,RNO,27591
2003,OMA,20355
2003,TUL,21850
2003,BDL,33567
2003,BWI,99255
2003,JAC,4156
2003,CVG,92595
2003,ALB,17098
2003,ROC,15590
2003,SNA,46647
2003,EUG,3949
2003,SAT,39083
2003,ICT,10090
2003,CLT,103417
2003,MDT,8435
2003,GSO,14157
2003,HDN,643
2003,BTV,7188
2003,FLL,60478
2003,RIC,15711
2003,COS,11952
2003,MFR,4250
2003,PBI,25165
2003,ANC,21013
2003,CID,5462
2003,LIH,2506
2003,KOA,2386
2003,OGG,6274
2003,HNL,15660
2003,SJU,24219
2003,STT,3116
2003,JFK,74506
2003,GUC,229
2003,MTJ,2188
2003,DCA,79120
2003,LGA,106731
2003,CHS,9900
2003,ILM,3337
2003,PNS,6815
2003,MEM,50037
2003,MYR,5565
2003,BNA,55585
2003,BHM,19233
2003,SAV,8850
2003,RDU,51341
2003,ABE,4071
2003,ORF,22365
2003,SRQ,4206
2003,MKE,20946
2003,JAX,26048
2003,PWM,9783
2003,AVP,865
2003,STX,630
2003,AMA,8368
2003,CRP,7863
2003,DAL,45393
2003,ELP,20174
2003,HOU,57375
2003,HRL,5711
2003,ISP,10785
2003,JAN,10117
2003,LBB,9913
2003,LIT,16198
2003,MAF,8253
2003,MDW,85831
2003,SDF,20800
2003,BGR,4077
2003,HPN,8273
2003,DLH,1207
2003,MOT,1104
2003,GFK,898
2003,RST,1910
2003,MSN,7583
2003,LAN,4845
2003,VPS,5412
2003,MBS,3939
2003,FNT,3246
2003,FAR,4220
2003,BZN,4043
2003,FSD,3305
2003,BIS,1846
2003,GPT,5747
2003,RAP,4093
2003,FCA,1865
2003,GTF,2680
2003,HLN,1301
2003,LSE,1651
2003,GRB,4707
2003,GSP,11970
2003,AZO,3202
2003,MSO,3268
2003,PSP,12369
2003,EGE,1093
2003,CPR,2121
2003,CDC,1070
2003,SGU,3107
2003,COD,839
2003,EKO,3007
2003,GJT,3881
2003,SUN,3201
2003,IDA,3317
2003,PIH,1806
2003,TWF,2034
2003,BTM,1377
2003,PSC,3174
2003,MOB,4949
2003,TLH,3734
2003,MGM,3645
2003,FAT,13645
2003,SBA,11008
2003,BFL,2758
2003,CLD,2139
2003,IPL,744
2003,IYK,1074
2003,MRY,7437
2003,VIS,869
2003,OXR,1750
2003,SBP,5596
2003,SMX,2131
2003,YUM,1351
2003,DRO,1549
2003,ACV,4027
2003,CEC,1203
2003,CIC,1092
2003,MOD,1383
2003,RDD,2243
2003,RDM,2588
2003,SGF,4216
2003,PIA,3758
2003,OGD,1
2003,SHV,8186
2003,LEX,6808
2003,TYS,10656
2003,AEX,3261
2003,AVL,3680
2003,BPT,1601
2003,BRO,1736
2003,BTR,7494
2003,CAE,9492
2003,CLL,3255
2003,CRW,5551
2003,DAB,3013
2003,EFD,1572
2003,HSV,6798
2003,ILE,4508
2003,LCH,1546
2003,LFT,3966
2003,LRD,2300
2003,MLU,3509
2003,VCT,896
2003,XNA,10400
2003,PIE,2466
2003,MLB,2354
2003,GNV,2431
2003,TRI,2980
2003,MCN,1753
2003,MEI,1578
2003,EVV,4284
2003,VLD,1481
2003,CHA,3836
2003,AGS,4321
2003,GTR,1985
2003,PFN,3242
2003,FAY,1770
2003,CSG,2197
2003,ROA,4846
2003,BQK,1423
2003,LYH,1095
2003,DHN,1818
2003,PHF,4395
2003,FLO,1056
2003,CAK,4453
2003,ABY,1449
2003,HTS,1095
2003,SBN,3027
2003,TXK,1796
2003,FWA,6097
2003,TOL,4429
2003,CHO,2649
2003,SWF,1807
2003,EYW,809
2003,TYR,3025
2003,BMI,1954
2003,MLI,2722
2003,LGB,10560
2003,ABI,2529
2003,ACT,2736
2003,SPS,2059
2003,FSM,2207
2003,LAW,2132
2003,SJT,2379
2003,GGG,1289
2003,CMI,1948
2003,DBQ,1074
2003,TVC,2211
2003,MQT,311
2003,MFE,3063
2003,FAI,5420
2003,DUT,689
2003,ADQ,726
2003,BET,1175
2003,OME,1074
2003,OTZ,1072
2003,SCC,404
2003,JNU,4504
2003,KTN,2479
2003,CDV,726
2003,YAK,726
2003,SIT,1296
2003,PSG,726
2003,WRG,726
2003,AKN,347
2003,DLG,283
2003,BRW,724
2003,BQN,294
2003,ATW,1087
2003,SCE,1455
2003,BGM,1184
2003,ACY,132
2003,LNK,1746
2003,SUX,1
2003,FMN,2
2003,ADK,74
2003,LWB,193
2003,WYS,333
2003,CYS,1
2003,ACK,193
2003,GST,91
2003,BFF,1
2003,LNY,61
2003,MKK,61
2003,ITO,357
2003,ERI,61
2004,ORD,376170
2004,OAK,70850
2004,DEN,155205
2004,OKC,22465
2004,SAT,38631
2004,SJC,62916
2004,SMF,48633
2004,CLT,107662
2004,LAS,158177
2004,SAN,86096
2004,MSY,53167
2004,SEA,109418
2004,EWR,158150
2004,MHT,23880
2004,DFW,344834
2004,PDX,55807
2004,IAH,202030
2004,OMA,21353
2004,PBI,27545
2004,MCO,108762
2004,SFO,130008
2004,BDL,34565
2004,TUS,17845
2004,GRR,16309
2004,PIT,62629
2004,PHX,170209
2004,PVD,30447
2004,PHL,121721
2004,ATL,418072
2004,CMH,38844
2004,LAX,232621
2004,MSP,146935
2004,IAD,132797
2004,TPA,71742
2004,SLC,138724
2004,BWI,106058
2004,BOS,132339
2004,IND,42098
2004,DTW,146598
2004,ABQ,37033
2004,ONT,36483
2004,ALB,18067
2004,CLE,93259
2004,GSO,19439
2004,ICT,10239
2004,BOI,15686
2004,STL,61259
2004,LGA,127513
2004,DSM,11524
2004,MDT,10286
2004,RIC,17139
2004,BIL,5605
2004,MCI,59278
2004,MIA,65251
2004,GEG,14263
2004,TUL,21480
2004,BUR,26687
2004,DCA,93432
2004,SNA,47971
2004,BUF,27913
2004,JAC,3533
2004,ROC,19065
2004,FLL,66511
2004,SJU,26633
2004,COS,13105
2004,RNO,30538
2004,DAY,16251
2004,JFK,91501
2004,HNL,35880
2004,KOA,6344
2004,ANC,20540
2004,BTV,8030
2004,AUS,39851
2004,RSW,21899
2004,CVG,208011
2004,HDN,825
2004,STT,3294
2004,GUC,169
2004,MTJ,2518
2004,EGE,1280
2004,MYR,7849
2004,CHS,14834
2004,RDU,62153
2004,PNS,7223
2004,BNA,60255
2004,ILM,3361
2004,JAX,30212
2004,SAV,13194
2004,SRQ,6311
2004,ORF,24013
2004,STX,407
2004,SYR,15170
2004,PWM,10968
2004,AMA,8172
2004,BHM,22985
2004,CRP,8590
2004,DAL,45086
2004,ELP,21551
2004,HOU,59066
2004,HRL,5884
2004,ISP,12505
2004,JAN,11523
2004,LBB,9431
2004,LIT,17506
2004,MAF,7900
2004,MDW,91723
2004,SDF,23192
2004,MEM,48724
2004,MKE,21699
2004,GRB,5739
2004,TVC,2987
2004,DLH,1518
2004,RAP,4308
2004,FCA,3310
2004,GTF,3780
2004,CID,6124
2004,FAR,3912
2004,BIS,2445
2004,VPS,6492
2004,AZO,4807
2004,MBS,3934
2004,MSN,8696
2004,LSE,1580
2004,GFK,964
2004,OGG,13735
2004,HLN,2663
2004,LAN,6208
2004,FSD,5189
2004,BZN,4851
2004,MOT,1110
2004,RST,2395
2004,MSO,4536
2004,FNT,6829
